CUST_ID,ANNUAL_INCOME,RESIDENTIAL_STATE,AGE,SURVEY_DATE,Payment,Payment_from_food,Payment_from_hotel,Payment_from_spa,profit,profit_from_food,profit_from_hotel,days_hotel21,days_hotel31,days_hotel11,days_or_number_FD2,days_or_number_ROOM1,days_or_number_ROOM3,days_or_number_FD3,days_or_number_ROOM2,days_or_number_FD4,days_or_number_SPA1,days_or_number_SPA3,days_or_number_ROOM4,days_or_number_LOUNG,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,count_bookings,book_to_pay,book_to_check,corporate_percent,interstate,Indicator Test
C_6143,40000,NSW,20,16/09/2018,3490,290,3200,0,1720,120,1600,20,0,0,8,20,0,2,0,0,0,0,0,0,3,3,3,3,3,2,3,1,34,14,0,1,#N/A
C_1932,144000,TAS,36,25/12/2018,3485,605,2880,0,1740,300,1440,0,0,18,7,18,0,4,0,10,0,0,0,0,2,3,3,3,3,2,2,1,32,14,0,1,#N/A
C_4902,169000,NSW,44,31/01/2019,3485,365,1920,1200,1800,840,960,0,0,12,11,12,0,2,0,0,0,3,0,0,2,1,1,2,2,2,2,1,26,14,0,0.75,#N/A
C_1766,169000,TAS,53,3/09/2018,3480,0,2680,800,1860,460,1400,0,6,7,0,7,0,0,6,0,0,2,0,0,2,2,2,2,2,2,1,2,20.33333333,14,0,1,#N/A
C_8149,55000,NSW,27,17/08/2018,3480,200,2080,1200,1915,795,1120,0,8,0,3,0,0,0,8,5,0,3,0,0,1,1,1,1,2,1,1,1,22,14,0,1,#N/A
C_7703,99000,ACT,45,5/05/2019,3475,275,3200,0,1710,110,1600,0,0,20,11,20,0,0,0,0,0,0,0,0,3,3,3,3,3,2,3,1,34,14,0,1,#N/A
C_3050,67000,ACT,43,30/03/2019,3470,750,2720,0,1740,380,1360,0,0,17,14,17,0,0,0,16,0,0,0,0,3,2,2,2,2,3,3,1,31,14,0.333333333,1,#N/A
C_1648,59000,ACT,33,19/05/2019,3455,415,3040,0,1755,235,1520,0,0,19,0,19,0,2,0,13,0,0,0,0,3,3,3,3,2,2,3,1,33,14,0,1,#N/A
C_9231,107000,QLD,50,9/11/2018,3455,75,3380,0,1850,30,1820,13,0,0,3,0,0,0,13,0,0,0,0,0,2,2,2,1,2,2,2,1,27,14,0,0.5,#N/A
C_9798,197000,VIC,54,2/03/2019,3455,815,2400,240,1670,470,1200,0,0,15,11,15,0,12,0,0,4,0,0,0,2,2,2,2,2,3,2,1,29,14,0,1,#N/A
C_3855,33000,ACT,18,30/08/2018,3450,590,2860,0,1790,250,1540,0,0,11,11,0,0,7,11,0,0,0,0,0,1,1,1,2,2,2,2,1,25,14,0,1,#N/A
C_5638,0,VIC,18,18/11/2018,3450,90,3360,0,1720,40,1680,0,21,0,0,21,0,2,0,0,0,0,0,0,3,3,3,3,3,3,3,1,35,14,0,1,#N/A
C_6241,72000,VIC,40,23/10/2018,3435,715,2720,0,1715,355,1360,17,0,0,5,17,0,7,0,11,0,0,0,0,2,3,3,3,2,2,2,1,31,14,0,0.75,#N/A
C_8820,98000,TAS,48,13/09/2018,3430,630,2560,240,1680,400,1280,11,5,0,0,16,0,14,0,0,4,0,0,0,2,2,2,2,2,3,3,2,21.4,14,0.2,1,#N/A
C_9744,168000,NT,43,2/09/2018,3405,525,2880,0,1670,230,1440,0,18,0,17,18,0,0,0,4,0,0,0,0,3,3,3,2,2,2,3,1,32,14,0,1,#N/A
C_3678,47000,TAS,24,3/11/2018,3400,680,2720,0,1660,300,1360,0,0,17,2,17,0,14,0,0,0,0,0,0,3,2,2,2,2,3,3,1,31,14,0,1,#N/A
C_6102,205000,NT,51,28/02/2019,3395,175,3040,180,1680,160,1520,19,0,0,7,19,0,0,0,0,3,0,0,0,3,2,2,3,3,3,3,1,33,14,0,1,#N/A
C_6101,138000,TAS,52,8/06/2019,3390,350,3040,0,1730,210,1520,0,0,19,0,19,0,0,0,14,0,0,0,0,3,3,3,2,2,3,3,1,33,14,0.5,1,#N/A
C_3357,173000,TAS,45,30/12/2018,3350,850,2500,0,1640,380,1260,0,0,15,12,14,0,10,1,4,0,0,0,0,2,2,2,2,2,2,3,2,25.4,14,0,1,#N/A
C_7483,111000,VIC,52,19/07/2018,3340,300,1440,1600,1795,1075,720,0,9,0,5,9,0,0,0,7,0,4,0,0,1,1,1,2,2,1,1,1,23,14,0,1,#N/A
C_4107,0,VIC,18,23/11/2018,3310,190,3120,0,1760,80,1680,0,12,0,4,0,0,2,12,0,0,0,0,0,2,2,1,1,2,2,2,1,26,14,0,1,#N/A
C_1922,86000,SA,53,14/12/2018,3305,425,2880,0,1610,170,1440,0,0,18,17,18,0,0,0,0,0,0,0,0,3,2,2,2,3,3,3,1,32,14,0,1,#N/A
C_6059,138000,WA,46,17/12/2018,3295,375,2860,60,1750,210,1540,11,0,0,2,0,0,5,11,4,1,0,0,0,2,2,2,2,1,1,1,1,25,14,0,1,#N/A
C_7723,62000,ACT,19,29/10/2018,3295,175,3120,0,1775,95,1680,0,12,0,2,0,0,0,12,5,0,0,0,0,2,2,2,2,2,1,1,1,26,14,0,1,#N/A
C_9277,150000,NT,36,2/02/2019,3285,505,2600,180,1730,330,1400,10,0,0,0,0,0,9,10,4,3,0,0,0,2,1,1,1,1,2,2,1,24,14,0.25,1,#N/A
C_4611,134000,WA,49,24/04/2019,3280,0,2080,1200,1810,690,1120,0,0,8,0,0,0,0,8,0,0,3,0,0,1,1,2,1,1,1,1,1,22,14,0.5,1,#N/A
C_2279,77000,VIC,46,3/11/2018,3220,480,2340,400,1715,455,1260,0,9,0,0,0,0,9,9,3,0,1,0,0,1,1,1,1,1,2,2,1,23,14,0,1,#N/A
C_7173,195000,TAS,54,12/04/2019,3215,275,2880,60,1580,140,1440,0,0,18,11,18,0,0,0,0,1,0,0,0,3,2,2,2,3,3,3,1,32,14,0,1,#N/A
C_4195,150000,TAS,48,29/11/2018,3205,405,1600,1200,1670,870,800,0,10,0,0,10,0,9,0,0,0,3,0,0,1,1,1,2,2,2,1,1,24,14,0,1,#N/A
C_7758,136000,WA,34,1/07/2019,3205,325,2880,0,1625,185,1440,0,0,18,2,18,0,0,0,11,0,0,0,0,3,3,3,3,2,2,2,1,32,14,0,1,#N/A
C_3971,171000,WA,47,14/03/2019,3200,0,3200,0,1600,0,1600,0,0,20,0,20,0,0,0,0,0,0,0,0,3,3,2,3,3,3,3,1,34,14,0,1,#N/A
C_6901,45000,QLD,23,17/01/2019,3185,465,2720,0,1590,230,1360,8,9,0,0,17,0,7,0,6,0,0,0,0,2,3,2,3,3,2,2,2,22.4,14,0,0.2,#N/A
C_4279,169000,VIC,51,9/12/2018,3180,940,2240,0,1570,450,1120,14,0,0,13,14,0,7,0,12,0,0,0,0,2,2,2,2,2,2,2,1,28,14,0,0.75,#N/A
C_4893,182000,NSW,44,22/08/2018,3180,120,2880,180,1595,155,1440,0,0,18,0,18,0,1,0,3,3,0,0,0,2,2,3,3,3,3,2,1,32,14,0,0.75,#N/A
C_7125,82000,QLD,20,9/11/2018,3180,0,3000,180,1890,90,1800,0,0,6,0,0,6,0,0,0,3,0,0,0,1,1,1,0,1,1,1,1,20,14,0,0.5,#N/A
C_6682,135000,SA,38,20/09/2018,3160,140,1820,1200,1740,760,980,0,0,7,0,0,0,2,7,2,0,3,0,0,1,1,1,1,1,1,1,1,21,14,0,1,#N/A
C_4676,141000,NSW,39,21/06/2019,3145,425,2720,0,1545,185,1360,0,17,0,14,17,0,0,0,3,0,0,0,0,2,2,2,2,3,3,3,1,31,14,0,1,#N/A
C_3594,115000,SA,45,2/04/2019,3140,0,2340,800,1720,460,1260,9,0,0,0,0,0,0,9,0,0,2,0,0,1,2,2,1,1,1,1,1,23,14,0,1,#N/A
C_8241,117000,SA,45,18/05/2019,3140,100,3040,0,1560,40,1520,19,0,0,4,19,0,0,0,0,0,0,0,0,3,3,3,2,2,3,3,1,33,14,0,1,#N/A
C_4479,1000,NT,19,19/11/2018,3130,250,2880,0,1540,100,1440,0,18,0,10,18,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,1,32,14,0,1,#N/A
C_8953,95000,SA,28,19/06/2019,3125,565,2560,0,1540,260,1280,0,0,16,6,16,0,7,0,4,0,0,0,0,2,2,3,3,2,2,2,1,30,14,0,1,#N/A
C_2405,132000,QLD,52,17/05/2019,3120,400,2720,0,1600,240,1360,17,0,0,0,17,0,0,0,16,0,0,0,0,2,2,2,2,3,3,3,1,31,14,0,0.5,#N/A
C_9667,83000,NSW,57,6/05/2019,3120,0,3120,0,1680,0,1680,12,0,0,0,0,0,0,12,0,0,0,0,0,2,2,2,2,2,1,1,1,26,14,0,1,#N/A
C_9966,106000,TAS,41,15/12/2018,3110,870,2240,0,1545,425,1120,0,0,14,4,14,0,11,0,11,0,0,0,0,2,2,2,2,2,2,2,1,28,14,0,1,#N/A
C_1029,4000,SA,19,16/11/2018,3090,690,2400,0,1500,300,1200,0,15,0,6,15,0,12,0,0,0,0,0,0,2,2,2,2,3,2,2,1,29,14,0,1,#N/A
C_8452,65000,SA,32,10/11/2018,3090,250,2840,0,1600,120,1480,0,0,14,6,8,0,0,6,4,0,0,0,0,2,3,2,2,1,2,2,2,21.5,14,0,1,#N/A
C_6206,0,WA,18,19/11/2018,3085,45,3040,0,1540,20,1520,0,19,0,0,19,0,1,0,0,0,0,0,0,3,3,3,3,3,2,2,1,33,14,0,1,#N/A
C_6022,159000,QLD,46,20/07/2018,3080,200,2880,0,1520,80,1440,0,0,18,8,18,0,0,0,0,0,0,0,0,3,2,2,2,3,3,3,1,32,14,0,0.5,#N/A
C_1247,115000,NSW,34,30/07/2018,3070,350,2720,0,1540,180,1360,17,0,0,6,17,0,0,0,8,0,0,0,0,3,3,3,2,2,2,2,1,31,14,0,1,#N/A
C_6618,139000,ACT,42,17/07/2018,3025,145,2880,0,1500,60,1440,0,0,18,4,18,0,1,0,0,0,0,0,0,2,3,3,3,3,2,2,1,32,14,0.333333333,1,#N/A
C_8717,127000,SA,50,22/02/2019,3020,300,2720,0,1535,175,1360,0,17,0,1,17,0,0,0,11,0,0,0,0,2,2,2,2,3,3,3,1,31,14,0,1,#N/A
C_7168,4000,ACT,19,21/11/2018,3005,765,2240,0,1450,330,1120,0,14,0,9,14,0,12,0,0,0,0,0,0,2,2,2,2,2,2,2,1,28,14,0,1,#N/A
C_4211,83000,ACT,26,23/11/2018,3000,0,3000,0,1800,0,1800,0,6,0,0,0,6,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,20,14,0,1,#N/A
C_4923,55000,ACT,19,28/03/2019,3000,0,3000,0,1800,0,1800,0,0,6,0,0,6,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,20,14,0,1,#N/A
C_5294,65000,QLD,41,9/03/2019,2990,190,2800,0,1900,100,1800,4,0,0,0,0,0,2,0,4,0,0,4,0,1,1,0,0,0,1,1,1,18,14,0,0.333333333,1
C_1645,110000,TAS,28,14/01/2019,2970,90,2080,800,1620,500,1120,0,0,8,0,0,0,2,8,0,0,2,0,0,2,1,1,1,1,1,1,1,22,14,0,1,#N/A
C_2415,4000,NT,19,22/11/2018,2970,250,2720,0,1505,145,1360,0,17,0,1,17,0,0,0,9,0,0,0,0,2,2,2,3,3,3,2,1,31,14,0,1,#N/A
C_1915,187000,VIC,48,3/05/2019,2955,75,2880,0,1475,35,1440,0,18,0,2,18,0,0,0,1,0,0,0,0,3,2,2,2,3,3,3,1,32,14,0,1,#N/A
C_1121,225000,WA,54,3/07/2018,2935,75,2860,0,1570,30,1540,0,0,11,3,0,0,0,11,0,0,0,0,0,1,2,2,2,2,1,1,1,25,14,0,1,#N/A
C_6662,74000,TAS,32,22/05/2019,2935,375,2560,0,1500,220,1280,16,0,0,1,16,0,0,0,14,0,0,0,0,2,2,3,3,2,2,2,1,30,14,0,1,#N/A
C_1646,193000,NT,59,28/07/2018,2925,525,2400,0,1470,270,1200,15,0,0,2,15,0,5,0,10,0,0,0,0,2,2,2,2,2,2,3,2,22,14,0.166666667,1,#N/A
C_3623,209000,VIC,54,28/11/2018,2925,325,2600,0,1575,175,1400,0,0,10,4,0,0,0,10,9,0,0,0,0,1,1,2,2,2,1,1,1,24,14,0,1,#N/A
C_3936,171000,VIC,59,13/06/2019,2905,25,2880,0,1450,10,1440,0,0,18,1,18,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,1,32,14,0,1,#N/A
C_5057,135000,SA,38,29/05/2019,2870,630,2240,0,1415,295,1120,0,0,14,4,14,0,9,0,5,0,0,0,0,2,2,2,2,2,2,2,1,28,14,0,1,#N/A
C_8636,112000,ACT,54,23/03/2019,2860,0,2860,0,1540,0,1540,0,0,11,0,0,0,0,11,0,0,0,0,0,2,2,1,1,1,2,2,1,25,14,0,1,#N/A
C_4410,3000,QLD,19,23/11/2018,2810,250,2560,0,1395,115,1280,0,16,0,0,16,0,5,0,1,0,0,0,0,2,2,2,2,3,3,2,1,30,14,0,0,#N/A
C_5739,0,NT,18,20/11/2018,2810,250,2560,0,1385,105,1280,0,16,0,9,16,0,0,0,1,0,0,0,0,2,3,3,2,2,2,2,1,30,14,0,1,#N/A
C_9627,75000,VIC,44,3/03/2019,2810,90,1920,800,1460,500,960,0,0,12,0,12,0,2,0,0,0,2,0,0,2,2,2,2,1,1,2,1,26,14,0,1,#N/A
C_1457,130000,SA,52,22/04/2019,2800,0,2800,0,1800,0,1800,0,0,4,0,0,0,0,0,0,0,0,4,0,1,1,1,1,0,0,0,1,18,14,0,1,1
C_5140,134000,NSW,46,28/12/2018,2800,0,2800,0,1800,0,1800,0,0,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,1,1,1,18,14,1,0,1
C_6291,52000,QLD,37,18/02/2019,2800,0,2800,0,1800,0,1800,4,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,1,0,0,0,1,18,14,0,1,1
C_9777,237000,TAS,59,4/01/2019,2800,0,2800,0,1800,0,1800,0,0,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,1,1,1,18,14,0,1,1
C_5454,220000,TAS,58,19/04/2019,2795,175,2560,60,1395,115,1280,16,0,0,4,16,0,0,0,3,1,0,0,0,2,2,2,2,3,3,2,1,30,14,0,1,#N/A
C_3394,126000,NSW,49,11/05/2019,2785,225,2560,0,1380,100,1280,0,16,0,0,16,0,5,0,0,0,0,0,0,2,2,2,2,2,3,3,1,30,14,0,1,#N/A
C_5415,176000,ACT,44,8/05/2019,2780,280,2500,0,1620,120,1500,0,0,5,4,0,5,4,0,0,0,0,0,0,0,0,1,1,1,1,1,1,19,14,0,1,#N/A
C_8652,90000,NT,26,11/10/2018,2765,525,2240,0,1390,270,1120,0,14,0,9,14,0,0,0,12,0,0,0,0,2,2,2,2,2,2,2,1,28,14,0,1,#N/A
C_8365,118000,NT,46,25/10/2018,2745,665,2080,0,1335,295,1040,13,0,0,11,13,0,7,0,3,0,0,0,0,2,2,1,2,2,2,2,1,27,14,0.25,1,#N/A
C_2227,157000,QLD,58,27/06/2019,2735,135,2600,0,1460,60,1400,0,10,0,0,0,0,3,10,0,0,0,0,0,1,1,1,2,2,2,1,1,24,14,0,0,#N/A
C_6015,63000,QLD,43,18/10/2018,2735,175,2560,0,1385,105,1280,0,0,16,0,16,0,0,0,7,0,0,0,0,2,2,2,3,3,2,2,1,30,14,0.5,0.5,#N/A
C_4047,88000,WA,31,28/03/2019,2720,0,2720,0,1360,0,1360,0,0,17,0,17,0,0,0,0,0,0,0,0,2,2,2,3,3,3,2,1,31,14,0,1,#N/A
C_4071,44000,WA,21,30/04/2019,2720,640,2080,0,1310,270,1040,0,13,0,13,13,0,7,0,0,0,0,0,0,1,2,2,2,2,2,2,1,27,14,0,1,#N/A
C_1125,4000,ACT,19,21/11/2018,2710,310,1600,800,1400,600,800,0,10,0,5,10,0,3,0,2,0,2,0,0,1,1,2,2,2,1,1,1,24,14,0,1,#N/A
C_7728,78000,NT,36,28/04/2019,2705,225,2240,240,1330,210,1120,0,0,14,9,14,0,0,0,0,4,0,0,0,2,2,2,2,2,2,2,1,28,14,0,1,#N/A
C_8265,76000,VIC,18,2/06/2019,2700,100,2600,0,1460,60,1400,10,0,0,0,0,0,0,10,4,0,0,0,0,2,2,1,1,1,1,2,1,24,14,0,0.5,#N/A
C_5237,111000,TAS,28,22/01/2019,2685,325,2240,120,1375,255,1120,0,0,14,0,14,0,0,0,13,2,0,0,0,2,2,2,2,2,2,2,1,28,14,0,1,#N/A
C_3501,133000,QLD,53,26/09/2018,2680,180,2500,0,1580,80,1500,5,0,0,0,0,5,4,0,0,0,0,0,0,0,0,1,1,1,1,1,1,19,14,0,0.5,#N/A
C_7775,39000,SA,21,1/02/2019,2675,275,2400,0,1310,110,1200,0,1,14,11,15,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,2,23.66666667,14,0.333333333,1,#N/A
C_9559,78000,SA,29,4/09/2018,2665,585,2080,0,1300,260,1040,0,13,0,0,13,0,13,0,0,0,0,0,0,1,2,2,2,2,2,2,1,27,14,0,1,#N/A
C_3194,153000,QLD,47,23/05/2019,2660,100,1760,800,1380,500,880,11,0,0,4,11,0,0,0,0,0,2,0,0,1,1,1,2,2,2,2,1,25,14,0,0.333333333,#N/A
C_1916,155000,ACT,49,14/06/2019,2630,150,2080,400,1360,320,1040,0,13,0,0,13,0,0,0,6,0,1,0,0,2,2,2,1,2,2,2,1,27,14,0,1,#N/A
C_1693,145000,ACT,38,17/02/2019,2625,225,2400,0,1290,90,1200,15,0,0,9,15,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,1,29,14,0,1,#N/A
C_3173,4000,TAS,19,16/11/2018,2625,225,2400,0,1290,90,1200,0,15,0,9,15,0,0,0,0,0,0,0,0,2,2,2,2,3,2,2,1,29,14,0,1,#N/A
C_3297,4000,NSW,19,20/11/2018,2625,225,2400,0,1335,135,1200,0,15,0,0,15,0,0,0,9,0,0,0,0,2,3,2,2,2,2,2,1,29,14,0,1,#N/A
C_4282,73000,TAS,34,16/02/2019,2625,125,2500,0,1575,75,1500,5,0,0,0,0,5,0,0,5,0,0,0,0,1,1,1,0,0,1,1,1,19,14,0,1,#N/A
C_3325,116000,VIC,28,25/01/2019,2620,300,1920,400,1345,385,960,0,12,0,5,12,0,0,0,7,0,1,0,0,2,2,1,1,2,2,2,2,21.33333333,14,0,1,#N/A
C_7344,48000,NT,18,22/01/2019,2620,540,2080,0,1280,240,1040,13,0,0,0,13,0,12,0,0,0,0,0,0,1,2,2,2,2,2,2,1,27,14,0,1,#N/A
C_7373,75000,NSW,20,9/02/2019,2610,50,1760,800,1370,490,880,0,0,11,0,11,0,0,0,2,0,2,0,0,2,2,1,1,1,2,2,1,25,14,0,0.666666667,#N/A
C_4458,55000,TAS,19,3/11/2018,2600,0,2600,0,1400,0,1400,0,0,10,0,0,0,0,10,0,0,0,0,0,2,1,1,1,1,2,2,1,24,14,0,1,#N/A
C_6211,169000,WA,58,1/01/2019,2600,0,2600,0,1400,0,1400,0,0,10,0,0,0,0,10,0,0,0,0,0,1,2,2,2,1,1,1,1,24,14,0,1,#N/A
C_9224,0,NSW,18,21/11/2018,2600,200,2400,0,1320,120,1200,0,15,0,0,15,0,0,0,8,0,0,0,0,2,2,3,2,2,2,2,1,29,14,0,1,#N/A
C_4143,44000,ACT,30,18/03/2019,2590,250,2340,0,1365,105,1260,9,0,0,9,0,0,0,9,1,0,0,0,0,2,2,1,1,1,1,1,1,23,14,0,1,#N/A
C_8743,175000,NT,41,19/11/2018,2590,70,2400,120,1370,90,1280,2,0,8,1,2,0,1,8,0,2,0,0,0,2,1,1,1,2,2,1,2,18.4,14,0,1,#N/A
C_2832,92000,NT,38,4/03/2019,2565,325,2240,0,1295,175,1120,14,0,0,4,14,0,0,0,9,0,0,0,0,2,2,2,2,2,2,2,1,28,14,0,1,#N/A
C_6293,127000,VIC,47,31/12/2018,2565,485,2080,0,1355,235,1120,8,0,0,7,0,0,3,8,7,0,0,0,0,2,1,1,1,1,1,1,1,22,14,0,0.75,#N/A
C_3573,248000,NSW,58,3/12/2018,2560,0,960,1600,1400,920,480,0,6,0,0,6,0,0,0,0,0,4,0,0,1,1,1,1,1,1,0,1,20,14,0,1,#N/A
C_2571,141000,WA,49,29/11/2018,2550,50,2500,0,1530,30,1500,0,5,0,0,0,5,0,0,2,0,0,0,0,1,0,0,1,1,1,1,1,19,14,0,1,#N/A
C_3782,76000,NT,18,3/10/2018,2545,225,1920,400,1315,355,960,3,0,9,2,12,0,0,0,7,0,1,0,0,2,2,2,2,1,1,2,2,20.6,14,0,1,#N/A
C_4969,82000,ACT,23,20/02/2019,2540,200,2340,0,1365,105,1260,0,9,0,3,0,0,0,9,5,0,0,0,0,1,1,2,2,1,1,1,1,23,14,0,1,#N/A
C_3335,87000,NT,38,14/05/2019,2535,135,2400,0,1260,60,1200,0,0,15,0,15,0,3,0,0,0,0,0,0,2,3,2,2,2,2,2,1,29,14,0,1,#N/A
C_9714,57000,QLD,20,28/04/2019,2530,450,2080,0,1240,200,1040,0,13,0,0,13,0,10,0,0,0,0,0,0,2,2,2,2,2,1,2,1,27,14,0,0,#N/A
C_3026,131000,TAS,31,9/06/2019,2525,125,2400,0,1275,75,1200,0,0,15,0,15,0,0,0,5,0,0,0,0,2,2,2,2,2,2,3,1,29,14,0,1,#N/A
C_9105,118000,NSW,31,28/04/2019,2525,125,2400,0,1250,50,1200,0,15,0,5,15,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,1,29,14,0,1,#N/A
C_1437,72000,NSW,34,30/04/2019,2510,150,1560,800,1390,550,840,0,0,6,0,0,0,0,6,6,0,2,0,0,0,1,1,1,1,1,1,1,20,14,0,0.666666667,#N/A
C_3994,0,NT,18,18/11/2018,2510,270,2240,0,1240,120,1120,0,14,0,0,14,0,6,0,0,0,0,0,0,2,2,2,2,2,2,2,1,28,14,0,1,#N/A
C_9936,61000,SA,26,14/02/2019,2510,50,2460,0,1320,20,1300,0,4,7,2,4,0,0,7,0,0,0,0,0,1,2,2,2,2,1,1,2,19,14,0,1,#N/A
C_4509,230000,WA,59,19/12/2018,2485,565,1920,0,1250,290,960,0,0,12,0,12,0,7,0,10,0,0,0,0,1,1,2,2,2,2,2,1,26,14,0,1,#N/A
C_5719,107000,NSW,37,14/11/2018,2480,0,2240,240,1240,120,1120,0,14,0,0,14,0,0,0,0,4,0,0,0,2,2,2,2,2,2,2,1,28,14,0,1,#N/A
C_6239,97000,QLD,46,12/06/2019,2475,475,1600,400,1230,430,800,10,0,0,10,10,0,5,0,0,0,1,0,0,1,1,2,2,2,1,1,1,24,14,0,0.25,#N/A
C_5411,3000,QLD,19,20/11/2018,2465,225,2240,0,1210,90,1120,0,14,0,9,14,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,28,14,0,0,#N/A
C_5945,99000,ACT,42,31/12/2018,2465,385,2080,0,1250,210,1040,0,13,0,0,13,0,3,0,10,0,0,0,0,2,2,2,2,2,2,1,1,27,14,0,1,#N/A
C_7046,100000,SA,36,23/10/2018,2465,225,2240,0,1210,90,1120,0,0,14,9,14,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,28,14,0,1,#N/A
C_7143,150000,NT,59,17/01/2019,2450,250,2080,120,1230,190,1040,0,12,1,4,13,0,0,0,6,2,0,0,0,1,1,2,3,2,3,1,3,18.85714286,14,0.142857143,1,#N/A
C_1468,224000,NT,59,4/05/2019,2435,495,1760,180,1190,310,880,0,0,11,0,11,0,11,0,0,3,0,0,0,2,2,1,1,1,2,2,1,25,14,0,1,#N/A
C_5611,67000,ACT,21,29/07/2018,2415,335,2080,0,1260,140,1120,0,0,8,8,0,0,3,8,0,0,0,0,0,1,1,1,1,1,1,2,1,22,14,0,1,#N/A
C_5918,4000,ACT,19,21/11/2018,2400,0,2400,0,1200,0,1200,0,15,0,0,15,0,0,0,0,0,0,0,0,2,2,3,2,2,2,2,1,29,14,0,1,#N/A
C_9574,115000,VIC,29,11/03/2019,2400,0,2400,0,1200,0,1200,0,0,15,0,15,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,1,29,14,1,1,#N/A
C_2186,110000,VIC,42,26/04/2019,2385,25,2360,0,1505,15,1490,1,0,3,0,0,0,0,1,1,0,0,3,0,0,0,0,0,1,2,1,2,16.33333333,14,0,0.666666667,1
C_4955,68000,QLD,24,27/03/2019,2380,300,2080,0,1165,125,1040,0,0,13,11,13,0,0,0,1,0,0,0,0,2,1,2,2,2,2,2,1,27,14,0,0.333333333,#N/A
C_9924,78000,ACT,35,16/08/2018,2380,300,2080,0,1220,180,1040,0,13,0,0,13,0,0,0,12,0,0,0,0,2,2,1,2,2,2,2,1,27,14,0,1,#N/A
C_1601,177000,SA,54,17/11/2018,2375,135,640,1600,1300,980,320,0,0,4,0,4,0,3,0,0,0,4,0,0,1,1,0,0,0,1,1,1,18,14,0,1,#N/A
C_8215,209000,SA,54,16/01/2019,2350,50,2240,60,1180,60,1120,0,0,14,0,14,0,0,0,2,1,0,0,0,2,2,2,2,2,2,2,1,28,14,0,1,#N/A
C_6688,98000,VIC,39,12/01/2019,2345,45,1500,800,1330,480,850,5,0,1,0,5,0,1,0,0,0,2,1,0,1,2,1,0,0,1,1,2,17,14,0,0.75,1
C_3343,38000,ACT,20,8/03/2019,2340,100,2240,0,1260,60,1200,0,8,1,0,1,0,0,8,4,0,0,0,0,1,1,2,1,2,1,1,2,19.66666667,14,0,1,#N/A
C_1160,120000,WA,49,11/03/2019,2300,0,2240,60,1150,30,1120,0,14,0,0,14,0,0,0,0,1,0,0,0,2,2,2,2,2,2,2,1,28,14,0,1,#N/A
C_2166,166000,VIC,39,18/08/2018,2295,215,2080,0,1235,115,1120,0,0,8,0,0,0,2,8,5,0,0,0,0,1,1,1,1,1,2,1,1,22,14,0,1,#N/A
C_4265,80000,VIC,33,13/10/2018,2290,50,2240,0,1140,20,1120,14,0,0,2,14,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,28,14,0,0.5,#N/A
C_9617,80000,TAS,55,1/05/2019,2290,530,1760,0,1130,250,880,0,11,0,1,11,0,9,0,4,0,0,0,0,1,1,2,2,2,2,1,1,25,14,0,1,#N/A
C_7169,166000,VIC,39,23/04/2019,2255,175,2080,0,1225,105,1120,0,8,0,0,0,0,0,8,7,0,0,0,0,1,2,1,1,1,1,1,1,22,14,0,1,#N/A
C_9545,4000,QLD,19,18/11/2018,2255,175,2080,0,1145,105,1040,0,13,0,0,13,0,0,0,7,0,0,0,0,2,2,2,2,2,1,2,1,27,14,0,0,#N/A
C_6320,165000,SA,54,3/02/2019,2250,150,1920,180,1110,150,960,0,12,0,6,12,0,0,0,0,3,0,0,0,2,2,2,2,1,1,2,1,26,14,0.333333333,1,#N/A
C_1795,70000,NSW,44,3/02/2019,2240,0,2240,0,1120,0,1120,0,14,0,0,14,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,28,14,0,1,#N/A
C_2634,88000,VIC,50,30/06/2019,2240,0,2240,0,1120,0,1120,0,0,14,0,14,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,28,14,0,1,#N/A
C_5582,109000,TAS,36,30/07/2018,2240,0,2240,0,1120,0,1120,0,0,14,0,14,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,28,14,0,1,#N/A
C_7846,115000,SA,41,5/04/2019,2230,470,1760,0,1125,245,880,0,11,0,6,11,0,1,0,11,0,0,0,0,2,1,1,1,2,2,2,1,25,14,0,1,#N/A
C_3823,144000,TAS,43,12/06/2019,2225,125,2100,0,1415,65,1350,0,0,3,2,0,0,0,0,3,0,0,3,0,0,0,1,1,1,0,0,1,17,14,0,1,1
